class,x0,y0,z0,v0,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32
0,0.210792989,0.386302501,0.259963095,1,0.199380681,0.386962295,0.289109051,0.999999881,0.200458243,0.387677401,0.288992584,0.999999762,0.201571509,0.388728708,0.288815469,0.999999881,0.194719031,0.395852178,0.261931002,1,0.192400694,0.402836412,0.261847019,1,0.189789966,0.410776347,0.261764228,1,0.202289537,0.421235293,0.405486286,0.999999762,0.185553908,0.449843913,0.278851211,1,0.224531978,0.4058685,0.301391512,0.999999583,0.219904929,0.41526863,0.264127612,0.999999881,0.29967615,0.466763288,0.439778715,0.999992967,0.20602496,0.54894793,0.166979536,1,0.406678021,0.552426159,0.454904377,0.104967631,0.28488934,0.698559582,0.010243761,0.995722115,0.526991189,0.629433036,0.37471956,0.160754085,0.387169182,0.80054456,-0.196545124,0.984738111,0.575793564,0.63189292,0.364319563,0.162888706,0.418637276,0.849989355,-0.229098648,0.973012686,0.571375787,0.647408903,0.336109817,0.156829029,0.425955623,0.823768437,-0.226821139,0.971597612,0.558000684,0.64448911,0.359173954,0.152570367,0.419974416,0.79810673,-0.196545973,0.966879249,0.475549161,0.578878045,0.088040382,0.999998093,0.421652466,0.649770319,-0.088379309,0.999998868,0.629382372,0.345499754,-0.054237891,0.866958797,0.546033978,0.450090021,-0.202411175,0.995790243,0.642583489,0.707167685,-0.036145065,0.829245985,0.591717362,0.820551932,-0.217985868,0.996132731,0.623776019,0.759928107,-0.033830326,0.840398669,0.579877794,0.868343532,-0.213135809,0.986369193,0.728630424,0.802120745,-0.059582829,0.862540781,0.682634711,0.939120889,-0.236014247,0.990879595
0,0.210650951,0.385546654,0.249835104,1,0.199279651,0.386771172,0.278369039,0.999999881,0.200372815,0.387541175,0.278239399,0.999999762,0.201501086,0.388649553,0.278077185,0.999999881,0.194620907,0.395566285,0.251778662,1,0.192306489,0.402503133,0.251691818,1,0.189697146,0.410420537,0.251592666,1,0.202151731,0.421495825,0.392900884,0.999999762,0.185461745,0.449641705,0.268702865,1,0.22451368,0.405415565,0.290656149,0.999999523,0.21983321,0.41466853,0.253840983,0.999999881,0.299441159,0.466757089,0.427621186,0.999991953,0.205848694,0.547770083,0.155984312,1,0.406309456,0.554097056,0.446457714,0.102417603,0.28496623,0.698130071,0.006987771,0.995335817,0.522099376,0.625644624,0.367318243,0.162033141,0.387280822,0.79985863,-0.192677826,0.984363735,0.570038557,0.6329391,0.356367201,0.164531082,0.418921471,0.850011826,-0.224968523,0.972944617,0.566809773,0.645835459,0.326636702,0.158505604,0.426348031,0.823777914,-0.223487824,0.971542537,0.546697259,0.650133371,0.351308882,0.154577121,0.420275867,0.798073769,-0.192867666,0.966851473,0.474960268,0.578111053,0.087022029,0.999997973,0.421738863,0.652413249,-0.087346509,0.999998808,0.624853671,0.345492601,-0.051091157,0.868712068,0.546654522,0.460428447,-0.197009906,0.995583177,0.641820312,0.704345465,-0.029752538,0.826317608,0.59168911,0.819455206,-0.207188606,0.995712459,0.623070061,0.755926847,-0.026175225,0.833312809,0.580153108,0.865896761,-0.2017847,0.984197378,0.728484392,0.800675154,-0.050852872,0.861035466,0.683014512,0.935366988,-0.227271244,0.990168393
0,0.210082293,0.384818643,0.249451593,1,0.198967069,0.386494428,0.277911574,0.999999881,0.200094268,0.387213737,0.277777731,0.999999762,0.201256678,0.388296396,0.277613699,0.999999881,0.194304496,0.395425707,0.251643836,1,0.19199346,0.402390927,0.251555175,1,0.189388722,0.410366565,0.251452833,1,0.201914832,0.421435714,0.392856658,0.999999762,0.185078278,0.449491709,0.269395143,1,0.224281341,0.404204935,0.290502012,0.999999523,0.219437718,0.413859844,0.253760546,0.999999881,0.299265921,0.465323359,0.427958399,0.999991119,0.205136701,0.547312319,0.156097293,1,0.407392412,0.555271387,0.448083252,0.100156799,0.284983814,0.695833623,0.003542595,0.994828999,0.522609949,0.624974787,0.369897604,0.162651703,0.387317836,0.798025906,-0.20316343,0.983546257,0.567521513,0.636442125,0.359277874,0.165749744,0.419051945,0.849441469,-0.23748669,0.972373784,0.564866781,0.648249507,0.330034047,0.159818202,0.426426739,0.823191643,-0.236454323,0.970977306,0.545321584,0.652486265,0.354158103,0.156201482,0.420345247,0.797248244,-0.204064608,0.966338038,0.474632502,0.578722894,0.086733535,0.999997854,0.421461433,0.655375898,-0.087051407,0.999998689,0.623438001,0.345555574,-0.050614346,0.869955659,0.541546285,0.463788062,-0.199659377,0.995349407,0.641382933,0.703812122,-0.03253074,0.823004127,0.590765059,0.829406023,-0.210306212,0.995266557,0.623108506,0.755761564,-0.029991051,0.827123702,0.580463767,0.865644038,-0.204462528,0.982441962,0.728637576,0.800688386,-0.057401408,0.858605623,0.684653223,0.932687223,-0.232093543,0.989365935
0,0.208948895,0.384277165,0.247271776,1,0.197976023,0.386418343,0.275441587,0.999999881,0.199123189,0.387088865,0.275302678,0.999999762,0.200286224,0.388145447,0.275140136,0.999999881,0.193371624,0.395420909,0.250223011,1,0.191173807,0.402390659,0.250131398,1,0.188714266,0.410379916,0.250015378,1,0.201337188,0.421385258,0.39089638,0.999999762,0.184820652,0.449211895,0.270145595,1,0.223736718,0.40255338,0.288535357,0.999999464,0.218809158,0.412740111,0.25311017,0.999999881,0.299519628,0.463270098,0.425373852,0.999990046,0.204961494,0.545373499,0.15620552,1,0.410127342,0.555991113,0.442867845,0.098717198,0.284866989,0.69210273,-0.001479375,0.994180202,0.527333736,0.629359007,0.358463317,0.165310398,0.386972278,0.795947134,-0.219240099,0.982694924,0.569151342,0.642538249,0.346057713,0.168894038,0.418397278,0.847827137,-0.254576027,0.971774459,0.569091916,0.656969249,0.315869749,0.163037211,0.42577967,0.820854962,-0.254903078,0.970380187,0.557099402,0.659321785,0.342276752,0.159917846,0.419606298,0.795151711,-0.221017092,0.965807021,0.474709898,0.579525709,0.08590319,0.999997795,0.421380609,0.657633662,-0.086234964,0.999998629,0.62234652,0.345583081,-0.041166753,0.87117815,0.538399041,0.459564179,-0.197045743,0.995051801,0.640619099,0.700351655,-0.035850912,0.818491399,0.590730071,0.82200408,-0.211707711,0.994660437,0.622890115,0.754534006,-0.034726359,0.819498539,0.580493808,0.864535093,-0.206210047,0.980244637,0.728650451,0.799628794,-0.063151211,0.855308712,0.686144948,0.926301897,-0.234546617,0.988300443
0,0.208942205,0.382610321,0.237492248,1,0.197939038,0.385250062,0.265412718,0.999999881,0.199092954,0.385807693,0.265274256,0.999999762,0.200264901,0.386786193,0.265116155,0.999999881,0.193334252,0.394520283,0.240208119,1,0.191143796,0.401584804,0.240116805,1,0.188696295,0.409684539,0.239986897,1,0.20132713,0.420413375,0.379697919,0.999999762,0.184819192,0.448418051,0.261072725,1,0.22379151,0.400210679,0.278051555,0.999999404,0.218826383,0.410858423,0.242990732,0.999999881,0.3004044,0.461184502,0.410890013,0.999988616,0.204659492,0.542775214,0.150340468,1,0.412282944,0.55746603,0.428393513,0.097081617,0.284819543,0.690091431,-0.004981807,0.993639529,0.531592667,0.628878176,0.34181878,0.165630713,0.386897743,0.795087576,-0.213147849,0.981836438,0.574472308,0.639347255,0.327643394,0.169451147,0.417752117,0.847383082,-0.246202037,0.970999658,0.574906647,0.658426821,0.297411859,0.1636969,0.425117433,0.820463777,-0.247441247,0.969625473,0.556394756,0.659730136,0.32534337,0.161165118,0.41914016,0.794842124,-0.215014786,0.965154409,0.475448132,0.57838279,0.08398506,0.999997616,0.421402544,0.658173501,-0.084326349,0.99999851,0.621239305,0.345479548,-0.037574202,0.872982502,0.537432075,0.457626522,-0.184536487,0.994743884,0.640531838,0.69678092,-0.036614351,0.814771771,0.590420842,0.815208077,-0.20541577,0.994010746,0.623192608,0.75050962,-0.035965435,0.812374294,0.5804497,0.859971464,-0.200498313,0.977921307,0.728489876,0.797648847,-0.064499289,0.852725387,0.686606765,0.92141819,-0.226219267,0.98720336
0,0.208729148,0.381484956,0.232159093,1,0.197719231,0.384519547,0.259597361,0.999999881,0.198889658,0.384971797,0.259459496,0.999999762,0.20007515,0.38584888,0.259302169,0.999999881,0.193139374,0.393977642,0.234893411,1,0.190998286,0.401146919,0.234813049,1,0.188596502,0.409356475,0.234684825,1,0.201266244,0.41957435,0.372665703,0.999999762,0.18480289,0.447953045,0.257386476,1,0.223777801,0.398293197,0.272260368,0.999999344,0.218764871,0.40930444,0.238071278,0.999999881,0.300460696,0.460027963,0.406405836,0.999987543,0.204449981,0.541576445,0.146760955,1,0.410354763,0.557347357,0.428056538,0.095223047,0.284813344,0.689210415,-0.003186883,0.993263185,0.529779792,0.626121461,0.340875953,0.165445685,0.387083381,0.795170009,-0.211592704,0.981267989,0.575843453,0.636538923,0.326435417,0.169597268,0.417718947,0.847639799,-0.245738581,0.970504045,0.572730839,0.655116498,0.295166999,0.163927943,0.425111711,0.820474684,-0.242927596,0.969140053,0.552686334,0.656256735,0.323892862,0.161879152,0.419158787,0.794900298,-0.211763114,0.96474117,0.47572574,0.577509046,0.083618984,0.999997497,0.421388298,0.658041298,-0.083962001,0.99999845,0.621856332,0.344084829,-0.032052446,0.872445643,0.537893176,0.453623027,-0.174517319,0.994444549,0.640534997,0.692763269,-0.034968421,0.808382094,0.59040612,0.811113,-0.198863491,0.99337709,0.623740792,0.747297227,-0.034306154,0.802966416,0.579794765,0.858979046,-0.194307357,0.975588262,0.728524685,0.795310199,-0.061647456,0.848074436,0.686789155,0.920551836,-0.214181751,0.986096799
0,0.207782894,0.380140692,0.22675924,1,0.196694225,0.38366574,0.254376531,0.999999881,0.197833255,0.384017199,0.25424239,0.999999762,0.19893755,0.384780198,0.254091561,0.999999881,0.192258269,0.393358618,0.2296336,1,0.190222442,0.400610626,0.229557008,1,0.187931553,0.408827096,0.229434296,1,0.200497389,0.418372065,0.367613375,0.999999762,0.18450287,0.447055042,0.252526015,1,0.223154262,0.395998567,0.266850293,0.999999285,0.218138263,0.407305837,0.232684895,0.999999881,0.300391734,0.458600402,0.40487498,0.99998641,0.20443745,0.539566398,0.141391426,1,0.4073008,0.55629164,0.429399312,0.092871323,0.284819096,0.687500775,-0.005683058,0.9928267,0.527501047,0.625542104,0.343313187,0.164308608,0.387145549,0.795034349,-0.207015008,0.980756462,0.571566463,0.632793009,0.329893798,0.169211239,0.417700112,0.847743988,-0.240152985,0.970122337,0.571333408,0.651469111,0.297655046,0.163599774,0.42511034,0.820486128,-0.238757998,0.968780518,0.550031066,0.655991375,0.325892508,0.161893055,0.419153601,0.794847429,-0.207637236,0.964438379,0.475770414,0.57737416,0.083589934,0.999997318,0.42166549,0.656952024,-0.083923526,0.999998331,0.621334195,0.343659669,-0.033651449,0.871014655,0.538270354,0.453154206,-0.177484065,0.994065344,0.640557647,0.693175375,-0.034164075,0.800587654,0.591206372,0.808066905,-0.196586758,0.992669642,0.623788476,0.747355402,-0.033206496,0.791975021,0.579782724,0.858394682,-0.191773951,0.97279346,0.728545308,0.794758976,-0.059388507,0.842828453,0.686766684,0.921336949,-0.211859629,0.985026896
0,0.207516342,0.378574878,0.228615686,1,0.196194872,0.38229388,0.256563962,0.999999881,0.197314531,0.382583648,0.256433278,0.999999762,0.198373929,0.383283347,0.256279707,0.999999881,0.191787124,0.392101556,0.231454521,1,0.189785525,0.399412423,0.231376484,1,0.187543064,0.407629043,0.231258199,1,0.199947149,0.416965485,0.37064901,0.999999762,0.1842774,0.445612937,0.253914177,1,0.222984627,0.394163489,0.26899153,0.999999285,0.217935294,0.405397892,0.234377652,0.999999881,0.300299615,0.457563847,0.407481581,0.999986053,0.204441279,0.538050234,0.142624423,1,0.405269325,0.555412412,0.431576341,0.09125483,0.284752041,0.685600996,-0.007284849,0.992550313,0.526887357,0.623612344,0.347261697,0.163653508,0.387098849,0.794473648,-0.209136367,0.980453372,0.569348514,0.631233573,0.334249228,0.168999627,0.417267799,0.847550571,-0.241776183,0.969944775,0.570957839,0.649041235,0.302604228,0.163413361,0.424883783,0.819871843,-0.241660446,0.968625665,0.548746407,0.654952109,0.330148458,0.162052289,0.418950796,0.794190407,-0.210406616,0.964366376,0.476250499,0.576552212,0.083627954,0.999997258,0.421896309,0.656198025,-0.083961233,0.999998271,0.621546745,0.342988789,-0.033236928,0.8684901,0.538834155,0.451824307,-0.177874655,0.993719816,0.64082396,0.694929659,-0.033576652,0.793459594,0.591582537,0.806948841,-0.195789441,0.992109716,0.624027848,0.749132097,-0.031681545,0.782795072,0.579560339,0.858064115,-0.190931141,0.97083056,0.728513122,0.794837534,-0.057902049,0.838078678,0.686698318,0.921981752,-0.20906885,0.984113276
0,0.207442045,0.376520067,0.229074866,1,0.196023151,0.380423039,0.257036746,0.999999881,0.197147653,0.380800933,0.25689882,0.999999762,0.198213309,0.38158074,0.256754816,0.999999881,0.191581592,0.390056312,0.232059032,1,0.189573213,0.397310764,0.23197785,1,0.187346444,0.405360222,0.23184891,1,0.199837431,0.415706903,0.371881872,0.999999762,0.184118599,0.443171978,0.254475236,1,0.222935036,0.393011361,0.269570172,0.999999285,0.217821836,0.403758556,0.234786227,0.999999881,0.30022341,0.457085609,0.408632696,0.999985754,0.204364389,0.536445558,0.143717021,1,0.403729498,0.555040717,0.432945818,0.089806966,0.284765661,0.683808982,-0.00614639,0.992381811,0.526447237,0.622373879,0.347772181,0.162963703,0.387096167,0.794192135,-0.207165718,0.980278194,0.572510004,0.630883813,0.335061431,0.168491989,0.417036533,0.847492456,-0.239954278,0.969842911,0.570422232,0.647322655,0.304208279,0.162890434,0.42472291,0.819541335,-0.239680737,0.968534291,0.548012912,0.653177679,0.330638349,0.161857799,0.418818086,0.793987334,-0.208325341,0.964358687,0.476146162,0.575915754,0.083667949,0.999997258,0.421898752,0.655950189,-0.084000461,0.999998271,0.621859968,0.341704309,-0.032086689,0.864412844,0.539804816,0.445328027,-0.172702566,0.993365943,0.641086817,0.696839273,-0.032980751,0.785852373,0.591742158,0.804715872,-0.190047532,0.991541445,0.624051571,0.750481784,-0.031107996,0.773677707,0.579343021,0.856535375,-0.185104072,0.968980849,0.728504002,0.794873774,-0.056439567,0.833111942,0.686666369,0.922210515,-0.199063569,0.983168185
0,0.207471684,0.375084668,0.230244324,1,0.196046472,0.378774673,0.258210033,0.999999881,0.197190166,0.379269153,0.258063078,0.999999762,0.198286504,0.380164593,0.257918954,0.999999881,0.191580519,0.388224006,0.232879445,1,0.18955937,0.395387143,0.232789904,1,0.187318891,0.40335685,0.232648611,1,0.199878633,0.414646119,0.373017371,0.999999762,0.184003294,0.441067308,0.255166322,1,0.222981602,0.39284116,0.269947618,0.999999285,0.217819184,0.403194994,0.235349938,0.999999881,0.300111294,0.457139373,0.408787072,0.999985218,0.204173118,0.535141051,0.144420758,1,0.402074337,0.554792464,0.433099419,0.088578075,0.28475517,0.68217206,-0.004096937,0.99226594,0.526050866,0.622827232,0.3491005,0.161198616,0.387075782,0.793686688,-0.193187237,0.979835451,0.572856605,0.632755458,0.335737556,0.166744605,0.416712433,0.847212374,-0.222354978,0.969251215,0.569681525,0.646835804,0.305632472,0.161204875,0.424346298,0.818679214,-0.223119855,0.967946112,0.547482371,0.653962076,0.33229357,0.16041556,0.418405682,0.793376148,-0.194317192,0.963847458,0.475903362,0.574240386,0.083223209,0.999997199,0.421733528,0.653891861,-0.083562493,0.999998212,0.621989131,0.340416282,-0.033246886,0.86182642,0.54007864,0.44268921,-0.168220788,0.993112564,0.641298175,0.698632538,-0.034983035,0.781381547,0.591875911,0.803771436,-0.190738574,0.991154552,0.624135852,0.751253068,-0.034368113,0.768025756,0.579111278,0.855456173,-0.186297432,0.967916131,0.728502393,0.794938028,-0.059567697,0.82970506,0.686640441,0.922543764,-0.201653793,0.982379615
